y,gender,senior,married,time,phone,lines,internet,security,backup,protection,support,TV,movies,billing,payment,chargesMonth,chargesTotal
1,Female,0,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),64.9,3795.45
1,Female,0,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,114.9,8496.7
1,Male,0,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,No,Mailed check,70.7,129.2
1,Female,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.3,20.3
1,Male,0,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.1,655.3
1,Male,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,24.7,24.7
1,Female,0,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),54.15,701.05
1,Female,0,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.45,134.75
1,Female,0,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),95.7,4976.15
2,Female,0,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Credit card (automatic),78.95,2839.65
1,Male,0,Yes,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Credit card (automatic),75.3,2263.4
2,Female,0,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Electronic check,89.9,2806.9
1,Male,0,No,45,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,Bank transfer (automatic),42.3,1840.75
1,Male,0,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,268.4
1,Female,0,No,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,Mailed check,86,1164.05
1,Female,1,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,90.05,2627.2
1,Female,0,Yes,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,Mailed check,39.4,1978.65
1,Female,0,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,No,Mailed check,50.85,466.6
1,Female,0,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Credit card (automatic),95,3008.15
2,Female,0,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,Mailed check,59.5,415.95
1,Male,1,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Electronic check,94.55,3365.4
1,Female,0,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),49.75,2535.55
2,Male,0,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,No,Electronic check,84.1,4348.65
1,Female,0,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Electronic check,66.1,1912.15
1,Female,0,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Yes,Credit card (automatic),54.4,957.1
1,Female,0,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.75,624.15
2,Female,1,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,94.25,3217.55
1,Female,0,Yes,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),59.55,2016.3
1,Male,0,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44.6,44.6
1,Female,0,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,110.5,5835.5
1,Female,1,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),79.95,4819.75
1,Male,0,Yes,47,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Electronic check,54.25,2538.2
2,Male,1,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,95.75,573.75
1,Female,0,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.3,1948.35
1,Male,0,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,76.45,1117.55
2,Male,0,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,80.6,415.55
1,Male,0,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,69.75,1729.35
1,Male,0,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.55,1218.65
1,Female,0,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),106.6,5893.95
2,Male,0,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,80.85,1400.85
1,Male,0,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,106.4,4040.65
1,Male,0,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,No,Electronic check,85.3,1219.85
1,Female,0,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),109.05,7508.55
2,Male,0,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,Electronic check,87.4,5918.8
2,Male,0,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.35,3549.25
1,Female,0,Yes,69,Yes,No,DSL,No,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),59.1,4134.7
1,Female,0,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20,416.45
1,Male,0,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.7,1275.85
1,Female,0,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),95.75,6849.4
1,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.4,20.4
2,Female,0,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),98.6,1704.95
1,Female,1,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),99.9,5706.3
1,Female,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.9,20.9
1,Female,0,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,No,Bank transfer (automatic),80.3,4513.65
1,Female,0,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,Credit card (automatic),90.95,5930.05
1,Male,0,Yes,17,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Mailed check,49.8,836.35
2,Male,0,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,86.1,1235.55
1,Female,0,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic check,106.5,4282.4
2,Male,1,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,Mailed check,88.4,3912.9
1,Male,0,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,No,Bank transfer (automatic),70.7,553.4
2,Male,0,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Credit card (automatic),72.45,4653.85
1,Male,0,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),80.5,1336.9
2,Male,1,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,105.65,4284.8
1,Female,0,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),110.3,6997.3
1,Female,0,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),69.75,3557.7
1,Male,0,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),109.2,6741.15
1,Male,0,No,24,No,No phone service,DSL,Yes,No,No,Yes,No,No,No,Mailed check,35.75,830.8
1,Female,1,Yes,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,No,Electronic check,90,3371.75
2,Female,0,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,98.7,973.25
1,Male,0,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed check,79,1902
1,Female,1,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,85.2,695.75
2,Female,1,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,Mailed check,88.3,273.75
1,Male,0,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,332.65
1,Male,0,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.65,150
2,Female,0,No,11,Yes,No,DSL,Yes,No,No,No,No,No,No,Credit card (automatic),48.55,501
1,Female,0,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.15,998.1
2,Female,0,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Electronic check,98.75,4533.7
2,Male,0,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,90.2,1776.55
2,Male,1,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Yes,Mailed check,50.15,50.15
1,Male,1,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,98.9,5780.7
1,Male,0,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),86.65,6094.25
1,Male,1,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,114.5,8331.95
1,Male,0,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),79.35,5753.25
1,Male,0,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.85,19.85
1,Male,0,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,18.95,613.95
1,Male,0,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,Mailed check,79.85,887.35
1,Female,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,No,Mailed check,25.85,25.85
2,Male,1,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.65,69.65
2,Male,1,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),99.5,6822.15
2,Female,1,No,2,No,No phone service,DSL,No,No,No,No,No,No,No,Electronic check,24.35,41.85
1,Male,0,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20,417.7
2,Female,0,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,No,Bank transfer (automatic),29.95,29.95
1,Male,0,Yes,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),39,2337.45
2,Male,0,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),115.65,7968.85
1,Male,0,No,26,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,No,Credit card (automatic),54.55,1362.85
2,Female,0,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),76.65,333.6
1,Female,0,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),78.35,1837.9
2,Female,0,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,102.8,2110.15
1,Male,1,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,110.55,7610.1
1,Male,0,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.15,163.7
2,Female,1,Yes,1,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,46,46
1,Female,0,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.1,318.6
2,Female,0,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),58.6,1502.65
1,Female,0,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,103.65,3988.5
1,Female,1,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),109.4,7227.45
2,Male,0,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),111.6,6876.05
1,Female,0,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.9,1493.2
1,Female,0,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.4,478.75
1,Female,0,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Mailed check,74.55,5430.65
1,Male,0,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),59.65,683.25
2,Female,0,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,No,Mailed check,65.7,134.35
1,Male,0,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),104.1,6700.05
2,Female,0,No,13,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,23.9,300.8
1,Female,0,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,No,Mailed check,64.9,685.55
1,Female,0,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Mailed check,54.6,617.85
1,Male,0,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Mailed check,69.2,944.65
1,Female,0,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),85.85,3003.55
1,Male,0,Yes,1,Yes,No,DSL,Yes,No,Yes,No,No,No,No,Mailed check,55.7,55.7
2,Female,0,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,81.05,2227.1
1,Male,0,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),106.65,1672.1
1,Female,1,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),91,1859.5
1,Male,0,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Bank transfer (automatic),74.35,4453.3
1,Male,0,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,No,Credit card (automatic),59.45,1507
1,Male,0,Yes,7,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,44.75,333.65
1,Male,0,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.25,854.9
1,Female,0,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Electronic check,64,370.25
2,Male,0,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.7,1253.9
2,Female,0,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),89.65,1208.35
2,Male,0,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Mailed check,86.3,3266
1,Male,0,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),78.75,3600.65
2,Female,0,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,86.3,1180.95
1,Male,0,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Electronic check,55.3,108.65
1,Male,0,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,No,Electronic check,90.05,4137.2
1,Male,0,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,1025.05
1,Female,1,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),101.4,6176.6
1,Female,0,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.35,1292.65
2,Male,0,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),79.5,868.5
2,Female,0,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,No,Electronic check,90.15,987.95
2,Male,0,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,94.45,498.1
2,Female,1,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),101.5,5373.1
1,Female,0,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Electronic check,75.25,888.65
2,Male,1,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,89.5,676.7
1,Male,0,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.5,597.9
1,Male,0,Yes,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),81.4,4354.45
1,Female,0,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.2,459.6
1,Female,0,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),73,5163
1,Female,0,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Mailed check,59.05,1253.5
2,Female,0,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Credit card (automatic),65.2,1043.35
1,Male,0,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),93.25,6669.45
1,Male,0,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Electronic check,89.15,413.25
2,Male,0,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,49.4,184.4
1,Female,0,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),106.05,3834.4
1,Female,0,Yes,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Yes,Electronic check,45.35,2540.1
1,Female,0,Yes,11,Yes,No,DSL,Yes,No,No,No,No,No,No,Bank transfer (automatic),51,581.7
1,Female,0,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.1,232.4
1,Male,0,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),112.2,5031.85
1,Male,0,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,Mailed check,59.65,638.95
1,Female,0,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Credit card (automatic),98,6218.45
1,Male,1,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),94,4905.75
1,Male,0,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,225.75
1,Female,0,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,56.15,2898.95
1,Female,0,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),93.25,6688.95
1,Male,0,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Electronic check,85.2,2184.6
1,Female,0,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,112.95,1882.55
1,Female,0,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.4,482.8
2,Female,0,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,69.4,69.4
1,Male,0,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.8,460.2
1,Male,0,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,73.7,1558.7
1,Male,0,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),89.45,5692.65
1,Female,0,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,Electronic check,80.05,3019.1
1,Male,0,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),81,4976.15
1,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.45,20.45
1,Female,0,No,1,Yes,No,DSL,Yes,No,No,No,No,No,No,Electronic check,50.15,50.15
2,Male,0,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,74.5,609.9
1,Male,0,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),81.15,4126.2
2,Male,0,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),72.15,794.25
2,Female,0,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,No,Electronic check,56.15,2499.3
1,Male,0,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,105.25,6823.4
2,Female,0,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.6,4759.85
2,Male,0,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,Electronic check,35.45,35.45
1,Female,1,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),64.45,1867.6
2,Male,0,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Electronic check,85.3,424.15
1,Male,0,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,44,44
1,Female,1,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),102.85,6976.75
1,Male,0,Yes,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Credit card (automatic),77.3,5498.2
1,Male,0,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Bank transfer (automatic),99.15,5720.95
1,Female,0,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,86.1,2723.75
1,Female,0,Yes,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Mailed check,80.9,1714.95
1,Male,0,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.7,NA
2,Female,0,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.65,321.65
1,Male,0,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,18.85,84.2
1,Female,0,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.7,494.05
1,Male,0,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.3,40.25
1,Male,0,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.6,125
1,Female,0,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,No,Electronic check,29.15,357.15
1,Female,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.9,19.9
2,Female,1,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,78.05,2135.5
1,Female,0,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),89.9,6342.7
1,Male,0,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),64.85,2010.95
1,Male,0,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),100.2,7209
1,Female,0,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),92,6474.4
1,Male,1,Yes,27,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.55,1943.9
2,Male,0,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,70.05,346.4
1,Male,0,Yes,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,84.35,3858.05
1,Female,0,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Credit card (automatic),75.3,1702.9
1,Female,0,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,No,Mailed check,30.55,30.55
1,Female,0,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),91.2,3382.3
2,Male,0,No,2,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,49.25,90.35
1,Female,0,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),87.8,2621.75
1,Female,0,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.5,272
2,Male,0,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,45.05,45.05
2,Female,0,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Electronic check,99.2,3754.6
1,Male,0,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.55,839.4
1,Male,0,Yes,8,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),44.65,369.15
1,Female,0,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),81.25,580.1
1,Female,0,Yes,51,Yes,No,Fiber optic,No,No,No,No,No,No,No,Mailed check,69.15,3649.6
1,Female,0,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.85,144.15
1,Male,0,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),105.5,7611.55
1,Male,0,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),25.95,1444.05
1,Male,0,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,No,Mailed check,96.8,1826.7
2,Male,1,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,90.5,1201.15
1,Male,0,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.5,1177.95
